Cidade;Cursos;Disputa;Nota;Sigla
Mato Grosso do Sul, Brasil;Administração;Esc. Pública;616,83;UFMS
Mato Grosso do Sul, Brasil;Administração;Ampla Conc;609,51;UFMS
Mato Grosso do Sul, Brasil;Administração;Esc Pub 1,5sm;593,17;UFMS
Mato Grosso do Sul, Brasil;Administração;Cota R EP;572,11;UFMS
Mato Grosso do Sul, Brasil;Administração;Cota R 1,5sm;570,81;UFMS
Mato Grosso do Sul, Brasil;Administração;Indígena 1,5sm;562,1;UFMS
Mato Grosso do Sul, Brasil;Administração;Ind Esc Públ;546,79;UFMS
Mato Grosso do Sul, Brasil;C. Biológicas;Esc. Pública;617,68;UFMS
Mato Grosso do Sul, Brasil;C. Biológicas;Esc Pub 1,5sm;613,52;UFMS
Mato Grosso do Sul, Brasil;C. Biológicas;Ampla Conc;602,83;UFMS
Mato Grosso do Sul, Brasil;C. Biológicas;Cota R EP;589,58;UFMS
Mato Grosso do Sul, Brasil;C. Biológicas;Cota R 1,5sm;505,12;UFMS
Mato Grosso do Sul, Brasil;C. Biológicas;Indígena 1,5sm;502,12;UFMS
Mato Grosso do Sul, Brasil;C. Biológicas;Ind Esc Públ;492,83;UFMS
Mato Grosso do Sul, Brasil;Contábeis;Esc. Pública;635,17;UFMS
Mato Grosso do Sul, Brasil;Contábeis;Ampla Conc;628,16;UFMS
Mato Grosso do Sul, Brasil;Contábeis;Esc Pub 1,5sm;593,16;UFMS
Mato Grosso do Sul, Brasil;Contábeis;Cota R 1,5sm;586,84;UFMS
Mato Grosso do Sul, Brasil;Contábeis;Cota R EP;577,51;UFMS
Mato Grosso do Sul, Brasil;Contábeis;Ind Esc Públ;524,42;UFMS
Mato Grosso do Sul, Brasil;Contábeis;Indígena 1,5sm;510,11;UFMS
Mato Grosso do Sul, Brasil;Direito;Ampla Conc;738,32;UFMS
Mato Grosso do Sul, Brasil;Direito;Esc. Pública;725,12;UFMS
Mato Grosso do Sul, Brasil;Direito;Esc Pub 1,5sm;685,12;UFMS
Mato Grosso do Sul, Brasil;Direito;Cota R 1,5sm;683,67;UFMS
Mato Grosso do Sul, Brasil;Direito;Cota R EP;673,22;UFMS
Mato Grosso do Sul, Brasil;Direito;Ind Esc Públ;613,33;UFMS
Mato Grosso do Sul, Brasil;Direito;Indígena 1,5sm;609,82;UFMS
Mato Grosso do Sul, Brasil;Ed. Física;Esc. Pública;603,88;UFMS
Mato Grosso do Sul, Brasil;Ed. Física;Ampla Conc;598,9;UFMS
Mato Grosso do Sul, Brasil;Ed. Física;Cota R EP;579,68;UFMS
Mato Grosso do Sul, Brasil;Ed. Física;Esc Pub 1,5sm;578,95;UFMS
Mato Grosso do Sul, Brasil;Ed. Física;Indígena 1,5sm;561,18;UFMS
Mato Grosso do Sul, Brasil;Ed. Física;Cota R 1,5sm;537;UFMS
Mato Grosso do Sul, Brasil;Ed. Física;Ind Esc Públ;505,82;UFMS
Mato Grosso do Sul, Brasil;Geografia;Ampla Conc;556,74;UFMS
Mato Grosso do Sul, Brasil;Geografia;Esc Pub 1,5sm;550,18;UFMS
Mato Grosso do Sul, Brasil;Geografia;Cota R 1,5sm;538,68;UFMS
Mato Grosso do Sul, Brasil;Geografia;Cota R EP;536,68;UFMS
Mato Grosso do Sul, Brasil;Geografia;Esc. Pública;535,37;UFMS
Mato Grosso do Sul, Brasil;Geografia;Indígena 1,5sm;511,13;UFMS
Mato Grosso do Sul, Brasil;Geografia;Ind Esc Públ;453,54;UFMS
Mato Grosso do Sul, Brasil;História;Ampla Conc;608,3;UFMS
Mato Grosso do Sul, Brasil;História;Esc. Pública;600,28;UFMS
Mato Grosso do Sul, Brasil;História;Indígena 1,5sm;599,54;UFMS
Mato Grosso do Sul, Brasil;História;Cota R 1,5sm;596,63;UFMS
Mato Grosso do Sul, Brasil;História;Cota R EP;590,94;UFMS
Mato Grosso do Sul, Brasil;História;Esc Pub 1,5sm;588,79;UFMS
Mato Grosso do Sul, Brasil;Letras Port Inglês;Cota R EP;635,48;UFMS
Mato Grosso do Sul, Brasil;Letras Port Inglês;Esc. Pública;597,26;UFMS
Mato Grosso do Sul, Brasil;Letras Port Inglês;Ampla Conc;596,81;UFMS
Mato Grosso do Sul, Brasil;Letras Port Inglês;Esc Pub 1,5sm;577,68;UFMS
Mato Grosso do Sul, Brasil;Letras Port Inglês;Cota R 1,5sm;572,76;UFMS
Mato Grosso do Sul, Brasil;Letras Port Inglês;Ind Esc Públ;494,83;UFMS
Mato Grosso do Sul, Brasil;Letras Port Inglês;Indígena 1,5sm;485,13;UFMS
Mato Grosso do Sul, Brasil;Ltrs Port Espanhol;Ampla Conc;588,38;UFMS
Mato Grosso do Sul, Brasil;Ltrs Port Espanhol;Esc. Pública;582,78;UFMS
Mato Grosso do Sul, Brasil;Ltrs Port Espanhol;Esc Pub 1,5sm;569,84;UFMS
Mato Grosso do Sul, Brasil;Ltrs Port Espanhol;Cota R 1,5sm;561,98;UFMS
Mato Grosso do Sul, Brasil;Ltrs Port Espanhol;Cota R EP;527,41;UFMS
Mato Grosso do Sul, Brasil;Ltrs Port Espanhol;Ind Esc Públ;518,49;UFMS
Mato Grosso do Sul, Brasil;Ltrs Port Espanhol;Indígena 1,5sm;511,24;UFMS
Mato Grosso do Sul, Brasil;Matemática;Esc. Pública;560,56;UFMS
Mato Grosso do Sul, Brasil;Matemática;Ampla Conc;558,86;UFMS
Mato Grosso do Sul, Brasil;Matemática;Esc Pub 1,5sm;556,24;UFMS
Mato Grosso do Sul, Brasil;Matemática;Cota R EP;551,7;UFMS
Mato Grosso do Sul, Brasil;Matemática;Cota R 1,5sm;544,22;UFMS
Mato Grosso do Sul, Brasil;Matemática;Indígena 1,5sm;490,24;UFMS
Mato Grosso do Sul, Brasil;Pedagogia;Cota R 1,5sm;578,71;UFMS
Mato Grosso do Sul, Brasil;Pedagogia;Ampla Conc;576,15;UFMS
Mato Grosso do Sul, Brasil;Pedagogia;Cota R EP;558,95;UFMS
Mato Grosso do Sul, Brasil;Pedagogia;Ind Esc Públ;557,84;UFMS
Mato Grosso do Sul, Brasil;Pedagogia;Esc Pub 1,5sm;557,4;UFMS
Mato Grosso do Sul, Brasil;Pedagogia;Indígena 1,5sm;548,65;UFMS
Mato Grosso do Sul, Brasil;Pedagogia;Esc. Pública;534,69;UFMS
Mato Grosso do Sul, Brasil;Psicologia;Ampla Conc;709,47;UFMS
Mato Grosso do Sul, Brasil;Psicologia;Esc. Pública;688,96;UFMS
Mato Grosso do Sul, Brasil;Psicologia;Esc Pub 1,5sm;674,73;UFMS
Mato Grosso do Sul, Brasil;Psicologia;Cota R EP;667,86;UFMS
Mato Grosso do Sul, Brasil;Psicologia;Cota R 1,5sm;652,94;UFMS
Mato Grosso do Sul, Brasil;Psicologia;Ind Esc Públ;630,27;UFMS
Mato Grosso do Sul, Brasil;Psicologia;Indígena 1,5sm;621,89;UFMS
Mato Grosso do Sul, Brasil;Sist de Informação;Esc. Pública;645,16;UFMS
Mato Grosso do Sul, Brasil;Sist de Informação;Ampla Conc;605,26;UFMS
Mato Grosso do Sul, Brasil;Sist de Informação;Cota R EP;588,17;UFMS
Mato Grosso do Sul, Brasil;Sist de Informação;Cota R 1,5sm;569,2;UFMS
Mato Grosso do Sul, Brasil;Sist de Informação;Esc Pub 1,5sm;542,79;UFMS
Mato Grosso do Sul, Brasil;Sist de Informação;Indígena 1,5sm;517,08;UFMS
Mato Grosso do Sul, Brasil;Sist de Informação;Ind Esc Públ;409,79;UFMS
Mato Grosso do Sul, Brasil;Enfermagem;Ampla Conc;707,05;UFMS
Mato Grosso do Sul, Brasil;Enfermagem;Esc Pub 1,5sm;689,45;UFMS
Mato Grosso do Sul, Brasil;Enfermagem;Cota R EP;687,12;UFMS
Mato Grosso do Sul, Brasil;Enfermagem;Esc. Pública;679,52;UFMS
Mato Grosso do Sul, Brasil;Enfermagem;Cota R 1,5sm;667,57;UFMS
Mato Grosso do Sul, Brasil;Enfermagem;Indígena 1,5sm;645,28;UFMS
Mato Grosso do Sul, Brasil;Enfermagem;Ind Esc Públ;631,05;UFMS
Mato Grosso do Sul, Brasil;Letras Português;Cota R 1,5sm;609,02;UFMS
Mato Grosso do Sul, Brasil;Letras Português;Esc Pub 1,5sm;575,2;UFMS
Mato Grosso do Sul, Brasil;Letras Português;Esc. Pública;566,55;UFMS
Mato Grosso do Sul, Brasil;Letras Português;Ampla Conc;563,3;UFMS
Mato Grosso do Sul, Brasil;Letras Português;Indígena 1,5sm;527,95;UFMS
Mato Grosso do Sul, Brasil;Letras Português;Cota R EP;506,02;UFMS
Mato Grosso do Sul, Brasil;Letras Português;Ind Esc Públ;480,57;UFMS
Mato Grosso do Sul, Brasil;Sist de Informação;Indígena 1,5sm;590,59;UFMS
Mato Grosso do Sul, Brasil;Sist de Informação;Esc. Pública;582,49;UFMS
Mato Grosso do Sul, Brasil;Sist de Informação;Cota R EP;549,34;UFMS
Mato Grosso do Sul, Brasil;Sist de Informação;Esc Pub 1,5sm;549,27;UFMS
Mato Grosso do Sul, Brasil;Sist de Informação;Ampla Conc;549,06;UFMS
Mato Grosso do Sul, Brasil;Sist de Informação;Cota R 1,5sm;483,46;UFMS
Mato Grosso do Sul, Brasil;Administração;Esc. Pública;605,88;UFMS
Mato Grosso do Sul, Brasil;Administração;Ampla Conc;599,4;UFMS
Mato Grosso do Sul, Brasil;Administração;Cota R EP;599,26;UFMS
Mato Grosso do Sul, Brasil;Administração;Cota R 1,5sm;595,72;UFMS
Mato Grosso do Sul, Brasil;Administração;Esc Pub 1,5sm;555,22;UFMS
Mato Grosso do Sul, Brasil;Administração;Indígena 1,5sm;547,74;UFMS
Mato Grosso do Sul, Brasil;Administração;Ind Esc Públ;543,02;UFMS
Mato Grosso do Sul, Brasil;Arquitetura;Ampla Conc;720,63;UFMS
Mato Grosso do Sul, Brasil;Arquitetura;Esc. Pública;704,22;UFMS
Mato Grosso do Sul, Brasil;Arquitetura;Esc Pub 1,5sm;674,48;UFMS
Mato Grosso do Sul, Brasil;Arquitetura;Cota R 1,5sm;660,48;UFMS
Mato Grosso do Sul, Brasil;Arquitetura;Cota R EP;653;UFMS
Mato Grosso do Sul, Brasil;Arquitetura;Ind Esc Públ;628,98;UFMS
Mato Grosso do Sul, Brasil;Arquitetura;Indígena 1,5sm;620,43;UFMS
Mato Grosso do Sul, Brasil;C. Sociais;Indígena 1,5sm;623,1;UFMS
Mato Grosso do Sul, Brasil;C. Sociais;Esc Pub 1,5sm;580,11;UFMS
Mato Grosso do Sul, Brasil;C. Sociais;Ampla Conc;551,44;UFMS
Mato Grosso do Sul, Brasil;C. Sociais;Esc. Pública;547,73;UFMS
Mato Grosso do Sul, Brasil;C. Sociais;Cota R EP;543,61;UFMS
Mato Grosso do Sul, Brasil;C. Sociais;Cota R 1,5sm;534,79;UFMS
Mato Grosso do Sul, Brasil;C. Sociais;Ind Esc Públ;384,83;UFMS
Mato Grosso do Sul, Brasil;Pedagogia;Indígena 1,5sm;603,99;UFMS
Mato Grosso do Sul, Brasil;Pedagogia;Ampla Conc;559,66;UFMS
Mato Grosso do Sul, Brasil;Pedagogia;Cota R EP;553,35;UFMS
Mato Grosso do Sul, Brasil;Pedagogia;Esc Pub 1,5sm;539,41;UFMS
Mato Grosso do Sul, Brasil;Pedagogia;Esc. Pública;536,24;UFMS
Mato Grosso do Sul, Brasil;Pedagogia;Cota R 1,5sm;501,14;UFMS
Mato Grosso do Sul, Brasil;Pedagogia;Ind Esc Públ;486,39;UFMS
Mato Grosso do Sul, Brasil;Administração;Ampla Conc;604,82;UFMS
Mato Grosso do Sul, Brasil;Administração;Cota R EP;575,47;UFMS
Mato Grosso do Sul, Brasil;Administração;Esc. Pública;572,97;UFMS
Mato Grosso do Sul, Brasil;Administração;Cota R 1,5sm;561,12;UFMS
Mato Grosso do Sul, Brasil;Administração;Indígena 1,5sm;555,02;UFMS
Mato Grosso do Sul, Brasil;Administração;Esc Pub 1,5sm;549,83;UFMS
Mato Grosso do Sul, Brasil;Administração;Ind Esc Públ;518,47;UFMS
Mato Grosso do Sul, Brasil;Contábeis;Esc Pub 1,5sm;638,32;UFMS
Mato Grosso do Sul, Brasil;Contábeis;Cota R 1,5sm;621,28;UFMS
Mato Grosso do Sul, Brasil;Contábeis;Indígena 1,5sm;611,78;UFMS
Mato Grosso do Sul, Brasil;Contábeis;Esc. Pública;599,53;UFMS
Mato Grosso do Sul, Brasil;Contábeis;Ampla Conc;591,25;UFMS
Mato Grosso do Sul, Brasil;Contábeis;Cota R EP;587,83;UFMS
Mato Grosso do Sul, Brasil;Contábeis;Ind Esc Públ;478,8;UFMS
Mato Grosso do Sul, Brasil;Eng de Produção;Esc. Pública;664,03;UFMS
Mato Grosso do Sul, Brasil;Eng de Produção;Ampla Conc;657,43;UFMS
Mato Grosso do Sul, Brasil;Eng de Produção;Cota R EP;637,38;UFMS
Mato Grosso do Sul, Brasil;Eng de Produção;Cota R 1,5sm;614,58;UFMS
Mato Grosso do Sul, Brasil;Eng de Produção;Indígena 1,5sm;595,9;UFMS
Mato Grosso do Sul, Brasil;Eng de Produção;Esc Pub 1,5sm;567,1;UFMS
Mato Grosso do Sul, Brasil;Eng de Produção;Ind Esc Públ;529,53;UFMS
Mato Grosso do Sul, Brasil;História;Indígena 1,5sm;604,15;UFMS
Mato Grosso do Sul, Brasil;História;Esc. Pública;597,05;UFMS
Mato Grosso do Sul, Brasil;História;Esc Pub 1,5sm;593,28;UFMS
Mato Grosso do Sul, Brasil;História;Ampla Conc;592,31;UFMS
Mato Grosso do Sul, Brasil;História;Cota R 1,5sm;563,2;UFMS
Mato Grosso do Sul, Brasil;História;Cota R EP;523,65;UFMS
Mato Grosso do Sul, Brasil;Administração;Esc Pub 1,5sm;636,33;UFMS
Mato Grosso do Sul, Brasil;Administração;Ampla Conc;606,02;UFMS
Mato Grosso do Sul, Brasil;Administração;Cota R EP;603,57;UFMS
Mato Grosso do Sul, Brasil;Administração;Cota R 1,5sm;582;UFMS
Mato Grosso do Sul, Brasil;Administração;Indígena 1,5sm;562,17;UFMS
Mato Grosso do Sul, Brasil;Administração;Esc. Pública;559,12;UFMS
Mato Grosso do Sul, Brasil;Administração;Ind Esc Públ;523,97;UFMS
Mato Grosso do Sul, Brasil;Matemática;Esc. Pública;605,27;UFMS
Mato Grosso do Sul, Brasil;Matemática;Ampla Conc;566,97;UFMS
Mato Grosso do Sul, Brasil;Matemática;Cota R 1,5sm;561,26;UFMS
Mato Grosso do Sul, Brasil;Matemática;Esc Pub 1,5sm;558,56;UFMS
Mato Grosso do Sul, Brasil;Matemática;Cota R EP;493,34;UFMS
Mato Grosso do Sul, Brasil;Matemática;Ind Esc Públ;476,41;UFMS
Mato Grosso do Sul, Brasil;Matemática;Indígena 1,5sm;412,11;UFMS
Mato Grosso do Sul, Brasil;Psicologia;Ampla Conc;694,65;UFMS
Mato Grosso do Sul, Brasil;Psicologia;Esc. Pública;671,02;UFMS
Mato Grosso do Sul, Brasil;Psicologia;Esc Pub 1,5sm;652,53;UFMS
Mato Grosso do Sul, Brasil;Psicologia;Indígena 1,5sm;650,48;UFMS
Mato Grosso do Sul, Brasil;Psicologia;Cota R 1,5sm;649,67;UFMS
Mato Grosso do Sul, Brasil;Psicologia;Cota R EP;638,7;UFMS
Mato Grosso do Sul, Brasil;Matemática;Ampla Conc;555,82;UFMS
Mato Grosso do Sul, Brasil;Matemática;Cota R 1,5sm;547,1;UFMS
Mato Grosso do Sul, Brasil;Matemática;Esc. Pública;545,44;UFMS
Mato Grosso do Sul, Brasil;Matemática;Esc Pub 1,5sm;541,96;UFMS
Mato Grosso do Sul, Brasil;Matemática;Cota R EP;513,74;UFMS
Mato Grosso do Sul, Brasil;Matemática;Indígena 1,5sm;502,42;UFMS
Mato Grosso do Sul, Brasil;Pedagogia;Ind Esc Públ;558,3;UFMS
Mato Grosso do Sul, Brasil;Pedagogia;Ampla Conc;554,24;UFMS
Mato Grosso do Sul, Brasil;Pedagogia;Cota R EP;547,85;UFMS
Mato Grosso do Sul, Brasil;Pedagogia;Esc Pub 1,5sm;545,95;UFMS
Mato Grosso do Sul, Brasil;Pedagogia;Cota R 1,5sm;540,76;UFMS
Mato Grosso do Sul, Brasil;Pedagogia;Esc. Pública;537,72;UFMS
Mato Grosso do Sul, Brasil;Pedagogia;Indígena 1,5sm;537;UFMS
Mato Grosso do Sul, Brasil;Sist de Informação;Esc. Pública;585,8;UFMS
Mato Grosso do Sul, Brasil;Sist de Informação;Ampla Conc;558,8;UFMS
Mato Grosso do Sul, Brasil;Sist de Informação;Esc Pub 1,5sm;554,02;UFMS
Mato Grosso do Sul, Brasil;Sist de Informação;Cota R EP;547,48;UFMS
Mato Grosso do Sul, Brasil;Sist de Informação;Cota R 1,5sm;543,4;UFMS
Mato Grosso do Sul, Brasil;Sist de Informação;Indígena 1,5sm;537,46;UFMS
Mato Grosso do Sul, Brasil;Sist de Informação;Ind Esc Públ;528,98;UFMS
Mato Grosso do Sul, Brasil;Administração;Ampla Conc;679;UFMS
Mato Grosso do Sul, Brasil;Administração;Cota R EP;652,44;UFMS
Mato Grosso do Sul, Brasil;Administração;Esc. Pública;650,78;UFMS
Mato Grosso do Sul, Brasil;Administração;Esc Pub 1,5sm;634,28;UFMS
Mato Grosso do Sul, Brasil;Administração;Cota R 1,5sm;611,28;UFMS
Mato Grosso do Sul, Brasil;Administração;Ind Esc Públ;557,33;UFMS
Mato Grosso do Sul, Brasil;Administração;Indígena 1,5sm;556,16;UFMS
Mato Grosso do Sul, Brasil;C. Biológicas;Ampla Conc;650,53;UFMS
Mato Grosso do Sul, Brasil;C. Biológicas;Esc. Pública;648,06;UFMS
Mato Grosso do Sul, Brasil;C. Biológicas;Esc Pub 1,5sm;639,27;UFMS
Mato Grosso do Sul, Brasil;C. Biológicas;Cota R EP;583,69;UFMS
Mato Grosso do Sul, Brasil;C. Biológicas;Cota R 1,5sm;575,29;UFMS
Mato Grosso do Sul, Brasil;C. Biológicas;Ind Esc Públ;527,94;UFMS
Mato Grosso do Sul, Brasil;C. Biológicas;Indígena 1,5sm;527,93;UFMS
Mato Grosso do Sul, Brasil;Contábeis;Ampla Conc;667,17;UFMS
Mato Grosso do Sul, Brasil;Contábeis;Esc. Pública;646,11;UFMS
Mato Grosso do Sul, Brasil;Contábeis;Cota R EP;631,3;UFMS
Mato Grosso do Sul, Brasil;Contábeis;Esc Pub 1,5sm;629,68;UFMS
Mato Grosso do Sul, Brasil;Contábeis;Cota R 1,5sm;625,45;UFMS
Mato Grosso do Sul, Brasil;Contábeis;Ind Esc Públ;582,86;UFMS
Mato Grosso do Sul, Brasil;Contábeis;Indígena 1,5sm;531,36;UFMS
Mato Grosso do Sul, Brasil;Direito;Ampla Conc;750,23;UFMS
Mato Grosso do Sul, Brasil;Direito;Esc. Pública;741,45;UFMS
Mato Grosso do Sul, Brasil;Direito;Ampla Conc;723,36;UFMS
Mato Grosso do Sul, Brasil;Direito;Esc. Pública;713,58;UFMS
Mato Grosso do Sul, Brasil;Direito;Esc Pub 1,5sm;713,47;UFMS
Mato Grosso do Sul, Brasil;Direito;Cota R EP;704,66;UFMS
Mato Grosso do Sul, Brasil;Direito;Cota R EP;704,47;UFMS
Mato Grosso do Sul, Brasil;Direito;Cota R 1,5sm;699,3;UFMS
Mato Grosso do Sul, Brasil;Direito;Esc Pub 1,5sm;676,55;UFMS
Mato Grosso do Sul, Brasil;Direito;Indígena 1,5sm;673,23;UFMS
Mato Grosso do Sul, Brasil;Direito;Ind Esc Públ;671,75;UFMS
Mato Grosso do Sul, Brasil;Direito;Cota R 1,5sm;656,58;UFMS
Mato Grosso do Sul, Brasil;Direito;Indígena 1,5sm;549,65;UFMS
Mato Grosso do Sul, Brasil;Direito;Ind Esc Públ;547,78;UFMS
Mato Grosso do Sul, Brasil;Enfermagem;Ampla Conc;711,26;UFMS
Mato Grosso do Sul, Brasil;Enfermagem;Esc. Pública;695,47;UFMS
Mato Grosso do Sul, Brasil;Enfermagem;Esc Pub 1,5sm;690,39;UFMS
Mato Grosso do Sul, Brasil;Enfermagem;Cota R EP;686,8;UFMS
Mato Grosso do Sul, Brasil;Enfermagem;Cota R 1,5sm;668,93;UFMS
Mato Grosso do Sul, Brasil;Enfermagem;Indígena 1,5sm;641,39;UFMS
Mato Grosso do Sul, Brasil;Enfermagem;Ind Esc Públ;530,91;UFMS
Mato Grosso do Sul, Brasil;Eng de Produção;Ampla Conc;694,37;UFMS
Mato Grosso do Sul, Brasil;Eng de Produção;Esc. Pública;688,7;UFMS
Mato Grosso do Sul, Brasil;Eng de Produção;Cota R EP;671,17;UFMS
Mato Grosso do Sul, Brasil;Eng de Produção;Esc Pub 1,5sm;663;UFMS
Mato Grosso do Sul, Brasil;Eng de Produção;Cota R 1,5sm;653,55;UFMS
Mato Grosso do Sul, Brasil;Eng de Produção;Indígena 1,5sm;652,63;UFMS
Mato Grosso do Sul, Brasil;Eng de Produção;Ind Esc Públ;545,7;UFMS
Mato Grosso do Sul, Brasil;Geografia;Esc Pub 1,5sm;631,12;UFMS
Mato Grosso do Sul, Brasil;Geografia;Cota R 1,5sm;607,95;UFMS
Mato Grosso do Sul, Brasil;Geografia;Ampla Conc;596,2;UFMS
Mato Grosso do Sul, Brasil;Geografia;Esc. Pública;590,81;UFMS
Mato Grosso do Sul, Brasil;Geografia;Ampla Conc;581,44;UFMS
Mato Grosso do Sul, Brasil;Geografia;Cota R EP;578,78;UFMS
Mato Grosso do Sul, Brasil;Geografia;Cota R EP;577,2;UFMS
Mato Grosso do Sul, Brasil;Geografia;Esc. Pública;566,4;UFMS
Mato Grosso do Sul, Brasil;Geografia;Cota R 1,5sm;564,35;UFMS
Mato Grosso do Sul, Brasil;Geografia;Esc Pub 1,5sm;554,86;UFMS
Mato Grosso do Sul, Brasil;Geografia;Ind Esc Públ;528,34;UFMS
Mato Grosso do Sul, Brasil;Geografia;Ind Esc Públ;518,58;UFMS
Mato Grosso do Sul, Brasil;Geografia;Indígena 1,5sm;515,58;UFMS
Mato Grosso do Sul, Brasil;Geografia;Indígena 1,5sm;501,35;UFMS
Mato Grosso do Sul, Brasil;História;Esc Pub 1,5sm;664,86;UFMS
Mato Grosso do Sul, Brasil;História;Ampla Conc;652,23;UFMS
Mato Grosso do Sul, Brasil;História;Esc. Pública;618,01;UFMS
Mato Grosso do Sul, Brasil;História;Cota R EP;601,04;UFMS
Mato Grosso do Sul, Brasil;História;Indígena 1,5sm;586,7;UFMS
Mato Grosso do Sul, Brasil;História;Cota R 1,5sm;576,18;UFMS
Mato Grosso do Sul, Brasil;História;Ind Esc Públ;482,9;UFMS
Mato Grosso do Sul, Brasil;Letras Port Inglês;Esc. Pública;678,05;UFMS
Mato Grosso do Sul, Brasil;Letras Port Inglês;Ampla Conc;648,92;UFMS
Mato Grosso do Sul, Brasil;Letras Port Inglês;Esc Pub 1,5sm;619,87;UFMS
Mato Grosso do Sul, Brasil;Letras Port Inglês;Cota R 1,5sm;613,73;UFMS
Mato Grosso do Sul, Brasil;Letras Port Inglês;Cota R EP;596,18;UFMS
Mato Grosso do Sul, Brasil;Letras Port Inglês;Ind Esc Públ;583,33;UFMS
Mato Grosso do Sul, Brasil;Letras Port Inglês;Indígena 1,5sm;499,05;UFMS
Mato Grosso do Sul, Brasil;Letras Português;Esc. Pública;599,3;UFMS
Mato Grosso do Sul, Brasil;Letras Português;Esc Pub 1,5sm;586,37;UFMS
Mato Grosso do Sul, Brasil;Letras Português;Ampla Conc;580,03;UFMS
Mato Grosso do Sul, Brasil;Letras Português;Cota R EP;575,6;UFMS
Mato Grosso do Sul, Brasil;Letras Português;Cota R 1,5sm;552,05;UFMS
Mato Grosso do Sul, Brasil;Letras Português;Indígena 1,5sm;539,6;UFMS
Mato Grosso do Sul, Brasil;Letras Português;Ind Esc Públ;496,97;UFMS
Mato Grosso do Sul, Brasil;Ltrs Port Espanhol;Cota R EP;620,42;UFMS
Mato Grosso do Sul, Brasil;Ltrs Port Espanhol;Ampla Conc;599,23;UFMS
Mato Grosso do Sul, Brasil;Ltrs Port Espanhol;Esc Pub 1,5sm;568,22;UFMS
Mato Grosso do Sul, Brasil;Ltrs Port Espanhol;Indígena 1,5sm;562,65;UFMS
Mato Grosso do Sul, Brasil;Ltrs Port Espanhol;Cota R 1,5sm;552,42;UFMS
Mato Grosso do Sul, Brasil;Ltrs Port Espanhol;Esc. Pública;492,62;UFMS
Mato Grosso do Sul, Brasil;Matemática;Esc. Pública;615,75;UFMS
Mato Grosso do Sul, Brasil;Matemática;Ampla Conc;613,37;UFMS
Mato Grosso do Sul, Brasil;Matemática;Esc Pub 1,5sm;570,72;UFMS
Mato Grosso do Sul, Brasil;Matemática;Cota R 1,5sm;567,5;UFMS
Mato Grosso do Sul, Brasil;Matemática;Indígena 1,5sm;554,38;UFMS
Mato Grosso do Sul, Brasil;Matemática;Cota R EP;537,37;UFMS
Mato Grosso do Sul, Brasil;Matemática;Ind Esc Públ;489;UFMS
Mato Grosso do Sul, Brasil;Medicina;Ampla Conc;809,95;UFMS
Mato Grosso do Sul, Brasil;Medicina;Esc. Pública;797,72;UFMS
Mato Grosso do Sul, Brasil;Medicina;Esc Pub 1,5sm;781,67;UFMS
Mato Grosso do Sul, Brasil;Medicina;Cota R EP;772,85;UFMS
Mato Grosso do Sul, Brasil;Medicina;Cota R 1,5sm;769;UFMS
Mato Grosso do Sul, Brasil;Medicina;Indígena 1,5sm;767,15;UFMS
Mato Grosso do Sul, Brasil;Medicina;Ind Esc Públ;758,77;UFMS
Mato Grosso do Sul, Brasil;Pedagogia;Cota R EP;638,26;UFMS
Mato Grosso do Sul, Brasil;Pedagogia;Cota R 1,5sm;635,59;UFMS
Mato Grosso do Sul, Brasil;Pedagogia;Ampla Conc;629,03;UFMS
Mato Grosso do Sul, Brasil;Pedagogia;Esc. Pública;603,89;UFMS
Mato Grosso do Sul, Brasil;Pedagogia;Esc Pub 1,5sm;593,28;UFMS
Mato Grosso do Sul, Brasil;Pedagogia;Ind Esc Públ;554,08;UFMS
Mato Grosso do Sul, Brasil;Pedagogia;Indígena 1,5sm;538,26;UFMS
Mato Grosso do Sul, Brasil;Sist de Informação;Esc Pub 1,5sm;657,17;UFMS
Mato Grosso do Sul, Brasil;Sist de Informação;Ampla Conc;656,02;UFMS
Mato Grosso do Sul, Brasil;Sist de Informação;Esc. Pública;651,4;UFMS
Mato Grosso do Sul, Brasil;Sist de Informação;Cota R EP;619,64;UFMS
Mato Grosso do Sul, Brasil;Sist de Informação;Cota R 1,5sm;577,59;UFMS
Mato Grosso do Sul, Brasil;Sist de Informação;Ind Esc Públ;551,47;UFMS
Mato Grosso do Sul, Brasil;Sist de Informação;Indígena 1,5sm;531,32;UFMS
Mato Grosso, Brasil;Agronomia;Ampla concor.;596,74;UFMT
Mato Grosso, Brasil;Agronomia;Cota racial;559,22;UFMT
Mato Grosso, Brasil;Agronomia;Cota racial 1,5 salário mínimo;565,62;UFMT
Mato Grosso, Brasil;Agronomia;Esc. Pública 1,5 salário mínimo;590,68;UFMT
Mato Grosso, Brasil;Agronomia;Escola Pública;619,64;UFMT
Mato Grosso, Brasil;Agronomia;PNE 1,5 salário mínimo;472,4;UFMT
Mato Grosso, Brasil;Agronomia;PNE Esc. Pública;479,86;UFMT
Mato Grosso, Brasil;Agronomia;PNE racial;460,08;UFMT
Mato Grosso, Brasil;Agronomia;PNE racial 1,5 salário mínimo;424,1;UFMT
Mato Grosso, Brasil;Biomedicina;Ampla concor.;701,98;UFMT
Mato Grosso, Brasil;Biomedicina;Cota racial;636,18;UFMT
Mato Grosso, Brasil;Biomedicina;Cota racial 1,5 salário mínimo;635;UFMT
